source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Structural Wing Type A,Radial mounted,500,,0.1,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""2"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""4 / 0"", ""lift"": ""1"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.1,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,4 / 0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Structural Wing Type B,Radial mounted,500,,0.1,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2 / 0"", ""lift"": ""1"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.1,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,2 / 0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Structural Wing Type C,Radial mounted,300,,0.05,,2400,,"{""cost"": ""300"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""1 / 0"", ""lift"": ""0.5"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,300,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,1 / 0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Structural Wing Type D,Radial mounted,150,,0.025,,2400,,"{""cost"": ""150"", ""dimensions_m_l"": ""1"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""2 / 0"", ""lift"": ""0.25"", ""mass_t"": ""0.025"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,150,0.025,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,2 / 0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Swept Wing Type A,Radial mounted,500,,0.113,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""2"", ""dimensions_m_w_per_e"": ""2 / 0"", ""lift"": ""1.13"", ""mass_t"": ""0.113"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.113,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2 / 0,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,27,Aerodynamics,Modular wings,Swept Wing Type B,Radial mounted,500,,0.226,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""4"", ""dimensions_m_sd"": ""2"", ""dimensions_m_w_per_e"": ""2 / 2"", ""lift"": ""2.26"", ""mass_t"": ""0.226"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,500,0.226,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2 / 2,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,20,28,Aerodynamics,Winglets,Basic Fin,Radial mounted,25,,0.01,,934,,"{""cost"": ""25"", ""dimensions_m_l"": ""~ 0.5"", ""dimensions_m_sd"": ""~ -0.2"", ""dimensions_m_w_per_e"": ""~ 1.2 / ~ 0"", ""lift"": ""0.12"", ""mass_t"": ""0.01"", ""max_temp_k"": ""934"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""4""}",Radial mounted,25,0.01,,,934,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 0.5,~ -0.2,~ 1.2 / ~ 0,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,4,,
Parts - Kerbal Space Program Wiki.pdf,20,28,Aerodynamics,Winglets,AV-T1 Winglet,Radial mounted,500,,0.037,,2400,,"{""cost"": ""500"", ""dimensions_m_l"": ""~ 0.75"", ""dimensions_m_sd"": ""~ 0"", ""dimensions_m_w_per_e"": ""~ 1 / ~ 0"", ""lift"": ""0.37"", ""mass_t"": ""0.037"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,500,0.037,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 0.75,~ 0,~ 1 / ~ 0,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,21,29,Aerodynamics,Wings,Swept Wings,Radial mounted,620,,0.275,,2400,,"{""cost"": ""620"", ""dimensions_m_l"": ""~ 4"", ""dimensions_m_sd"": ""~ 2"", ""dimensions_m_w_per_e"": ""~ 2 / 1"", ""lift"": ""1.37"", ""mass_t"": ""0.275"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,620,0.275,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 4,~ 2,~ 2 / 1,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,21,29,Aerodynamics,Wings,FAT-455 Aeroplane Main Wing,Radial mounted,2800,3280,0.78 /,3.78,1200,,"{""cost"": ""2800 (3280)"", ""dimensions_m_l"": ""~ 12"", ""dimensions_m_sd"": ""~ 3"", ""dimensions_m_w_per_e"": ""~ 5 0.5"", ""lift"": ""7.8"", ""mass_t"": ""0.78 / (3.78)"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,2800 (3280),0.78 / (3.78),,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 12,~ 3,~ 5 0.5,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,21,29,Aerodynamics,Wings,Big-S Wing Strake,Radial mounted,1000,1080,0.1,0.6,2400,,"{""cost"": ""1000 (1080)"", ""dimensions_m_l"": ""~ 1.5"", ""dimensions_m_sd"": ""~ 0"", ""dimensions_m_w_per_e"": ""~ 6.5 / 0"", ""lift"": ""1.0"", ""mass_t"": ""0.1 (0.6)"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,1000 (1080),0.1 (0.6),,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 1.5,~ 0,~ 6.5 / 0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,21,29,Aerodynamics,Wings,Big-S Delta Wing,Radial mounted,3000,3240,0.5,2.0,2400,,"{""cost"": ""3000 (3240)"", ""dimensions_m_l"": ""~ 5"", ""dimensions_m_sd"": ""-"", ""dimensions_m_w_per_e"": ""~ 6 / 0"", ""lift"": ""5.0"", ""mass_t"": ""0.5 (2.0)"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,3000 (3240),0.5 (2.0),,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~ 5,-,~ 6 / 0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,AV-R8 Winglet,Radial mounted,640,,0.1,,2400,,"{""cost"": ""640"", ""deflection_range_deg"": ""15"", ""deflection_surface_part_percent"": ""95"", ""lift"": ""0.5"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,640,0.1,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,95,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Standard Canard,Radial mounted,720,,0.1,,2400,,"{""cost"": ""720"", ""deflection_range_deg"": ""15"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.5"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,720,0.1,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,100,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Advanced Canard,Radial mounted,800,,0.08,,2400,,"{""cost"": ""800"", ""deflection_range_deg"": ""10"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.4"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,800,0.08,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Delta-Deluxe Winglet,Radial mounted,600,,0.078,,2400,,"{""cost"": ""600"", ""deflection_range_deg"": ""25"", ""deflection_surface_part_percent"": ""20"", ""lift"": ""0.65"", ""mass_t"": ""0.078"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,600,0.078,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Tail Fin,Radial mounted,600,,0.125,,2400,,"{""cost"": ""600"", ""deflection_range_deg"": ""25"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.61"", ""mass_t"": ""0.125"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,600,0.125,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,100,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,FAT-455 Aeroplane Tail Fin,Radial mounted,1000,,0.36,,1200,,"{""cost"": ""1000"", ""deflection_range_deg"": ""15"", ""deflection_surface_part_percent"": ""37"", ""lift"": ""2.69"", ""mass_t"": ""0.36"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,1000,0.36,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Big-S Spaceplane Tail Fin,Radial mounted,2500,,0.45,,2400,,"{""cost"": ""2500"", ""deflection_range_deg"": ""25"", ""deflection_surface_part_percent"": ""29"", ""lift"": ""3.49"", ""mass_t"": ""0.45"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,2500,0.45,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,29,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Elevon 1,Radial mounted,400,,0.05,,2400,,"{""cost"": ""400"", ""deflection_range_deg"": ""20"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.25"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,400,0.05,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Elevon 2,Radial mounted,550,,0.06,,2400,,"{""cost"": ""550"", ""deflection_range_deg"": ""20"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.30"", ""mass_t"": ""0.06"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,550,0.06,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Elevon 3,Radial mounted,650,,0.08,,2400,,"{""cost"": ""650"", ""deflection_range_deg"": ""20"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.42"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,650,0.08,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Elevon 4,Radial mounted,400,,0.04,,2400,,"{""cost"": ""400"", ""deflection_range_deg"": ""20"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.18"", ""mass_t"": ""0.04"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,400,0.04,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Elevon 5,Radial mounted,800,,0.08,,2400,,"{""cost"": ""800"", ""deflection_range_deg"": ""20"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.4"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,800,0.08,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Big-S Elevon 1,Radial mounted,950,,0.15,,2400,,"{""cost"": ""950"", ""deflection_range_deg"": ""25"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.77"", ""mass_t"": ""0.15"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,950,0.15,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,100,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,Big-S Elevon 2,Radial mounted,1300,,0.23,,2400,,"{""cost"": ""1300"", ""deflection_range_deg"": ""25"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""1.16"", ""mass_t"": ""0.23"", ""max_temp_k"": ""2400"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,1300,0.23,,,2400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,100,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,FAT-455 Aeroplane Control Surface,Radial mounted,800,,0.17,,1200,,"{""cost"": ""800"", ""deflection_range_deg"": ""15"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.86"", ""mass_t"": ""0.17"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,800,0.17,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,100,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,22,30,Aerodynamics,Control surfaces,A.I.R.B.R.A.K.E.S,Radial mounted,1000,,0.05,,1200,2400,"{""cost"": ""1000"", ""deflection_range_deg"": ""70"", ""deflection_surface_part_percent"": ""100"", ""lift"": ""0.38"", ""mass_t"": ""0.05"", ""max_temp_k"": ""1200 (2400)"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,1000,0.05,,,1200 (2400),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,100,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-01 Fixed Landing Gear,Radial mounted,100,,0.022,,1000,,"{""cost"": ""100"", ""mass_t"": ""0.022"", ""max_temp_k"": ""1000"", ""radial_size"": ""Radial mounted"", ""steerable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""125""}",Radial mounted,100,0.022,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,125,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-05 Steerable Landing Gear,Radial mounted,150,,0.015,,1000,,"{""cost"": ""150"", ""mass_t"": ""0.015"", ""max_temp_k"": ""1000"", ""radial_size"": ""Radial mounted"", ""steerable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""325""}",Radial mounted,150,0.015,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,325,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-10 Small Landing Gear,Radial mounted,600,,0.045,,2600,,"{""cost"": ""600"", ""mass_t"": ""0.045"", ""max_temp_k"": ""2600"", ""radial_size"": ""Radial mounted"", ""steerable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Radial mounted,600,0.045,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-35 Medium Landing Gear,Radial mounted,700,,0.25,,2600,,"{""cost"": ""700"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2600"", ""radial_size"": ""Radial mounted"", ""steerable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Radial mounted,700,0.25,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-60 Large Landing Gear,Radial mounted,1200,,0.4,,2700,,"{""cost"": ""1200"", ""mass_t"": ""0.4"", ""max_temp_k"": ""2700"", ""radial_size"": ""Radial mounted"", ""steerable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""70""}",Radial mounted,1200,0.4,,,2700,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,70,,
Parts - Kerbal Space Program Wiki.pdf,23,31,Ground,Landing gears,LY-99 Extra Large Landing Gear,Radial mounted,1700,,0.6,,2700,,"{""cost"": ""1700"", ""mass_t"": ""0.6"", ""max_temp_k"": ""2700"", ""radial_size"": ""Radial mounted"", ""steerable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""70""}",Radial mounted,1700,0.6,,,2700,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,70,,
Parts - Kerbal Space Program Wiki.pdf,23,32,Ground,Landing legs,LT-1 Landing Struts,Radial mounted,440,,0.05,,2000,,"{""cost"": ""440"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,440,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,23,32,Ground,Landing legs,LT-2 Landing Strut,Radial mounted,340,,0.1,,2000,,"{""cost"": ""340"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,340,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,23,32,Ground,Landing legs,LT-05 Micro Landing Strut,Radial mounted,200,,0.015,,1200,,"{""cost"": ""200"", ""mass_t"": ""0.015"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Radial mounted,200,0.015,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,23,33,Ground,Rover wheels,RoveMax Model S2,Radial mounted,300,,0.05,,1200,,"{""brake_torque_knm"": ""0.34"", ""cost"": ""300"", ""electricity_electricity_per_s"": ""1.0"", ""mass_t"": ""0.05"", ""max_motor_speed_m_per_s"": ""12"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""20"", ""tolerance_m_per_s"": ""20""}",Radial mounted,300,0.05,,,1200,20,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,23,33,Ground,Rover wheels,RoveMax Model M1,Radial mounted,450,,0.075,,1200,,"{""brake_torque_knm"": ""2"", ""cost"": ""450"", ""electricity_electricity_per_s"": ""2.5"", ""mass_t"": ""0.075"", ""max_motor_speed_m_per_s"": ""34"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Radial mounted,450,0.075,,,1200,50,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,23,33,Ground,Rover wheels,TR-2L Ruggedized Vehicular Wheel,Radial mounted,760,,0.105,,1200,,"{""brake_torque_knm"": ""3"", ""cost"": ""760"", ""electricity_electricity_per_s"": ""3.5"", ""mass_t"": ""0.105"", ""max_motor_speed_m_per_s"": ""58"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""80"", ""tolerance_m_per_s"": ""100""}",Radial mounted,760,0.105,,,1200,80,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,100,,
Parts - Kerbal Space Program Wiki.pdf,23,33,Ground,Rover wheels,RoveMax Model XL3,Radial mounted,1200,,1.25,,1200,,"{""brake_torque_knm"": ""30"", ""cost"": ""1200"", ""electricity_electricity_per_s"": ""5.0"", ""mass_t"": ""1.25"", ""max_motor_speed_m_per_s"": ""15.5"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""200"", ""tolerance_m_per_s"": ""150""}",Radial mounted,1200,1.25,,,1200,200,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,150,,
Parts - Kerbal Space Program Wiki.pdf,24,34,Thermal,Heat shields,Heat Shield (0.625m),Tiny,150,125,0.075,0.025,3300,,"{""ablator"": ""50"", ""cost"": ""150 (125)"", ""mass_t"": ""0.075 (0.025)"", ""max_temp_k"": ""3300"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Tiny,150 (125),0.075 (0.025),,,3300,50,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
